Ad Media,New,Reapply,Attending Outside School,Attempting Contact,Interview,Recruiting,Pending Investigations,Online Course,Awaiting Permit,Hireright Requested,Rehire Submitted,Ready For Processing,Processing,Processing Complete,Attending School,Attending Academy,Left Sch/aca,Left Academy,Dl170 Testing,Graduated Sch/aca,Failed Sch/aca,Compliance,Driver Reactivation,No Show,Left Orientation,Hold,Ready For Audit,Audit,Audit Deficiencies,Ok To Code,Paf Entered,Hired,Not Qualified,Not Interested,No Response,Duplicate App,Xfer Allowed,Unqualified Da,Do Not Contact,Upload,Total
FindATruckerJob,1,1,0,6,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,14,5,33,0,0,0,0,0,76
FindTheRightJob,14,2,2,35,50,11,1,13,1,0,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,44,232,4,0,0,1,0,475
HireMaster,5,6,3,36,21,19,3,2,0,4,2,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,40,80,198,0,0,1,2,0,434
HiringDriversNow,2,5,6,39,56,27,4,0,0,2,3,3,3,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,3,48,158,306,4,0,3,9,0,686
HiringTruckDrivers,6,4,2,13,9,5,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,27,32,70,1,0,0,5,0,185
IntelliApp (Com),26,30,103,72,305,584,300,712,316,28,64,133,316,329,16,42,5,5,0,0,3,128,0,55,10,16,0,0,0,0,1,272,920,416,326,5,0,6,6,0,5550
IntelliApp - Partial,17,13,20,111,459,126,44,100,40,1,10,24,38,26,0,4,0,0,0,0,1,16,0,5,2,2,0,0,0,0,0,29,256,190,488,26,0,2,5,0,2055
IntelliApp - Transfer,3,0,12,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,31
Internal App,1,1,389,10,1104,65,54,104,65,5,20,18,53,49,0,4,2,1,0,0,0,16,0,7,1,1,0,0,0,0,0,40,254,322,116,24,1,1,1,0,2729
JiggyJobs,2,5,1,10,22,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,43,58,92,2,0,1,2,0,252
JobsForTruckers,8,19,3,40,58,20,5,1,0,2,3,1,5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,55,92,150,2,0,3,6,0,484
JobsInTrucks.com,3,2,6,42,33,17,4,0,0,4,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,41,156,310,2,0,0,5,0,633
JobsInTrucksDedicated,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,11,0,0,0,0,0,28
LACED Lead,193,49,51,670,1364,404,130,428,151,9,19,41,81,92,5,6,0,1,0,0,3,39,0,28,5,3,0,0,0,0,0,33,1633,1091,3624,81,0,10,48,0,10292
m.BestDriverJobs,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,9,0,0,0,0,0,18
m.BigRigJobs,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,11
m.BigTruckDrivingJobs,0,2,0,4,8,4,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,10,23,0,0,0,0,0,79
m.DriverRecruiting,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,11
m.HiringTruckDrivers,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,10
m.JobsForTruckers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4
RandallReillyMobile,0,0,5,7,4,2,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,9,30,1,0,0,0,0,90
Referral Program,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,10
Signature,0,0,0,0,1,2,3,0,0,2,0,2,45,21,0,2,0,0,0,0,0,11,0,7,3,7,0,0,0,0,0,67,10,9,1,0,0,1,0,0,194
TruckDrivingJobs.com,8,6,0,34,52,21,4,1,0,0,4,1,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,42,112,163,1,0,1,6,0,464
TruckJobSeekers,3,3,0,5,6,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,0,0,0,14,0,68
Totals:,322,179,628,1342,3824,1429,591,1381,585,58,144,235,564,545,22,63,9,7,0,1,11,220,0,130,25,29,0,0,0,0,1,474,3861,3237,7383,168,1,34,138,0,27641
