Ad Media,New,Reapply,Attending Outside School,Attempting Contact,Interview,Recruiting,Pending Investigations,Online Course,Awaiting Permit,Hireright Requested,Rehire Submitted,Ready For Processing,Processing,Processing Complete,Attending School,Attending Academy,Left Sch/aca,Left Academy,Dl170 Testing,Graduated Sch/aca,Failed Sch/aca,Compliance,Driver Reactivation,No Show,Left Orientation,Hold,Ready For Audit,Audit,Audit Deficiencies,Ok To Code,Paf Entered,Hired,Not Qualified,Not Interested,No Response,Duplicate App,Xfer Allowed,Unqualified Da,Do Not Contact,Upload,Total
HireMaster,13,12,1,63,20,19,3,2,0,5,1,0,3,4,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,5,46,89,216,0,0,1,3,0,510
HiringDriversNow,10,5,6,64,63,28,3,0,0,2,4,4,5,2,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,4,61,181,330,4,0,3,11,0,795
HiringTruckDrivers,6,6,2,23,12,6,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,31,38,82,1,0,0,5,0,223
IntelliApp (Com),44,27,120,98,365,655,308,781,354,36,84,164,268,207,26,110,7,9,1,0,3,182,0,128,12,11,0,0,0,3,1,277,1034,458,357,4,0,6,6,0,6146
IntelliApp - Partial,31,9,25,131,497,142,45,108,46,2,16,27,32,23,0,10,0,1,0,0,0,26,0,6,3,0,0,0,0,0,0,30,294,212,545,26,0,2,6,0,2295
IntelliApp - Transfer,3,0,17,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,38
Internal App,2,1,416,9,1166,73,53,121,68,6,21,26,46,23,2,14,2,2,0,0,0,36,0,13,1,1,0,0,0,0,0,39,278,336,133,25,1,1,2,0,2917
JiggyJobs,2,1,1,19,20,10,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,44,62,93,2,0,1,2,0,264
JobsForTruckers,12,20,3,76,69,27,6,1,0,2,3,2,5,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,9,60,97,176,2,0,3,12,0,589
JobsInTrucks.com,11,6,6,51,38,18,4,1,0,4,3,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,45,174,330,2,0,0,7,0,705
JobsInTrucksDedicated,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,11,0,0,0,0,0,33
LACED Lead,386,79,69,885,1554,462,138,467,190,16,19,56,65,54,9,27,0,1,1,0,2,57,0,50,7,3,0,0,0,2,0,34,1844,1211,3975,87,0,10,53,0,11813
m.BestDriverJobs,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,21
m.BigRigJobs,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,11
m.BigTruckDrivingJobs,0,2,0,6,11,4,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23,10,28,0,0,0,0,0,91
m.DriverRecruiting,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,12
m.HiringTruckDrivers,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,10
m.JobsForTruckers,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7
RandallReillyMobile,0,2,5,5,6,2,2,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,27,13,35,1,0,0,0,0,106
Referral Program,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,12
Signature,0,0,0,1,1,4,3,0,0,0,0,4,41,12,0,6,0,0,0,0,0,17,0,15,3,5,0,0,0,1,0,68,11,10,2,0,0,1,0,0,205
TruckDrivingJobs.com,10,11,0,49,57,24,4,2,0,0,4,1,1,1,0,0,0,1,0,0,1,2,0,4,0,0,0,0,0,0,0,2,46,122,184,1,0,1,6,0,534
TruckJobSeekers,1,2,1,10,8,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,9,17,0,0,0,14,0,79
Totals:,612,230,701,1801,4252,1605,611,1522,672,76,172,293,489,346,38,174,12,16,2,1,10,329,0,250,31,20,0,0,0,6,1,484,4344,3594,8102,174,1,36,157,0,31164
