"Ad Media",New,Reapply,"Attending Outside School","Attempting Contact",Interview,Recruiting,"Pending Investigations","Online Course","Awaiting Permit","Hireright Requested","Rehire Submitted","Ready For Processing",Processing,"Processing Complete","Attending School","Attending Academy","Left Sch/aca","Left Academy","Dl170 Testing","Graduated Sch/aca","Failed Sch/aca",Compliance,"Driver Reactivation","No Show","Left Orientation",Hold,"Ready For Audit",Audit,"Audit Deficiencies","Ok To Code","Paf Entered",Hired,"Not Qualified","Not Interested","No Response","Duplicate App","Xfer Allowed","Unqualified Da","Do Not Contact",Upload,Total,
alltruckingjobs,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,
"AllTruckJobs - Full App (Experienced)",4,2,0,21,17,9,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,29,63,139,0,0,0,3,0,295,
"AllTruckJobs - Full App (Student)",0,1,1,3,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,27,0,0,0,0,0,55,
"AllTruckJobs - Job App (Experienced)",0,0,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,13,0,0,2,0,0,37,
"AllTruckJobs - Job App (Student)",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,63,0,0,0,4,0,93,
"AllTruckJobs - Quick App (Experienced)",0,1,1,12,17,7,4,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18,55,153,1,0,0,0,0,276,
"AllTruckJobs - Quick App (Student)",0,0,2,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,1,0,0,0,0,28,
Auto,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
AutoResp,6,5,65,20,373,210,160,373,191,17,11,48,148,86,8,31,2,5,0,0,0,46,0,34,7,15,0,0,0,4,7,163,368,199,183,15,0,5,6,0,2811,
AutoResp>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
cautionwideturns,1,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7,6,1,2,0,0,0,0,27,
CDLCareerNow_TruckWarrior_Experienced,0,0,0,3,20,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,16,53,90,4,0,1,2,0,203,
CDLCareerNow_TruckWarrior_RecentCDLGrads,0,0,1,1,17,3,4,1,1,0,1,0,3,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,23,23,42,1,0,2,1,0,130,
CDLCareerNow_TruckWarrior_Students,1,0,0,2,11,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,19,52,0,0,0,0,0,108,
cdlschool_40481,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
