"Ad Media",New,Reapply,"Attending Outside School","Attempting Contact",Interview,Recruiting,"Pending Investigations","Online Course","Awaiting Permit","Rehire Submitted",Scheduled,"Ready For Processing",Processing,"Processing Complete","Attending School","Attending Academy","Left Sch/aca","Left Academy","Dl170 Testing","Graduated Sch/aca","Failed Sch/aca",Compliance,"Driver Reactivation","No Show","Left Orientation",Hold,"Ready For Audit",Audit,"Audit Deficiencies","Ok To Code","Paf Entered",Hired,"Not Qualified","Not Interested","No Response","Duplicate App","Xfer Allowed","Unqualified Da","Do Not Contact","Security Closed",Upload,Total,
"AllTruckJobs - Full App (Experienced)",11,10,3,25,12,3,3,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,22,43,0,0,0,0,0,0,146,
"AllTruckJobs - Full App (Student)",1,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,11,0,0,0,0,0,0,31,
"AllTruckJobs - Job App (Experienced)",1,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,14,
"AllTruckJobs - Job App (Student)",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,10,
"AllTruckJobs - Quick App (Experienced)",9,6,3,24,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,21,49,0,0,0,2,0,0,130,
"AllTruckJobs - Quick App (Student)",0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,12,
Autoesp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
AutoResp,9,20,30,43,251,197,114,199,82,13,55,24,62,24,2,21,1,0,0,0,0,21,0,23,2,4,0,1,0,0,0,18,119,66,94,3,0,0,2,5,0,1505,
careerbuilder_entrylevel,1,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,4,11,0,0,0,0,0,0,39,
careerbuilder_experienced,5,3,0,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,9,1,0,0,0,0,0,37,
careerbuilder_traineee,7,0,0,2,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,16,0,0,0,1,0,0,44,
cautionwideturns,0,1,0,0,0,9,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
cdlschool_40481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
classa,1,1,0,0,1,33,6,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,8,0,3,1,0,0,0,1,0,66,
coastalcol_53481,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
drip,1,0,2,2,55,28,6,40,19,4,4,3,10,4,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,3,17,14,9,2,0,0,0,1,0,229,
GoogleExpd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
jobsinmotion_experienced,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,
jobsinmotion_trainee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
JobsInTrucks.com,54,36,4,104,49,13,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,118,206,2,0,0,2,0,0,636,
joinswift.com,4,8,12,16,54,47,22,43,23,6,11,13,18,2,0,6,0,0,0,0,0,12,0,2,0,1,0,0,0,0,0,8,39,23,38,1,0,0,1,1,0,411,
LACEDSwiftLeadFormDedicatedRefrigeratedMOCraigslist,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DedicatedDT_Craigslist_SignOnBonus_Intelliapp_MariettaOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
LACED_DedicatedDT_Craigslist_SignOnBonus_SwiftLeadForm_MariettaOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,
LACED_DedicatedDT_Indeed_SignOnBonus_Intelliapp_MariettaOK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DedicatedDT_Indeed_SignOnBonus_SwiftLeadForm_MariettaOK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,
LACED_DedicatedDT_Jibe_SignOnBonus_Intelliapp_MariettaOK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DedicatedDT_Jibe_SignOnBonus_SwiftLeadForm_MariettaOK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DedicatedDT_ZipRecruiter_SignOnBonus_Intelliapp_MariettaOK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,
LACED_DedicatedDT_ZipRecruiter_SignOnBonus_SwiftLeadForm_MariettaOK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,
LACED_DedicatedT_Craigslist_HostlerDriver_Intelliapp_WoodlandCA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DedicatedT_Craigslist_HostlerDriver_SwiftLeadForm_WoodlandCA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DedicatedT_Indeed_HostlerDriver_Intelliapp_WiltonNY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
