Ad Media,New,Reapply,Attending Outside School,Attempting Contact,Interview,Recruiting,Pending Investigations,Online Course,Awaiting Permit,Rehire Submitted,Scheduled,Ready For Processing,Processing,Processing Complete,Attending School,Attending Academy,Left Sch/aca,Left Academy,Dl170 Testing,Graduated Sch/aca,Failed Sch/aca,Compliance,Driver Reactivation,No Show,Left Orientation,Hold,Ready For Audit,Audit,Audit Deficiencies,Ok To Code,Paf Entered,Hired,Not Qualified,Not Interested,No Response,Duplicate App,Xfer Allowed,Unqualified Da,Do Not Contact,Security Closed,Upload,Total
cautionwideturns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
cdlcareernow,0,0,1,4,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,23,49,0,0,0,0,0,0,96
cdlschool_40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
classa,1,0,0,0,2,4,2,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,11,1,0,0,0,0,0,0,48,44,56,66,1,0,3,0,0,0,245
corpcd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Craigslist,2,1,0,3,1,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,34,50,56,1,0,0,0,0,0,166
CRSredirect,1,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,21,16,16,1,0,1,0,0,0,73
Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,8,0,0,0,0,0,0,13
dl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
dl harrisburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dl_edwardsville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,1,0,0,0,10
dl_fontana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
dl_laredo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,5
dl_oklahomacity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
dl_phoenix,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,7
dl_troutdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
driveforcardinal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
driveforprime.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
driverreferral,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
FleetJobsCRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
gadrivingacademy_14664,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,12
GoogleExpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
HTwebsitead,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IdleChat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Indeed,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,19,33,0,0,1,0,0,0,89
intelliappconcept1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,11
intelliappconcept2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,0,0,0,0,0,0,11
Jobs2CareersExp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,6
Jobs2CareersTrainee,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,9,15,51,0,0,0,0,0,0,85
JobsInTrucks.com,0,10,5,97,57,30,7,2,0,4,1,0,1,1,0,0,2,1,0,0,0,0,0,4,5,0,0,0,0,0,0,34,164,593,1135,17,0,2,15,0,0,2187
JobsInTrucksExperiencedDrivers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
joincrstapply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
joincrstthanks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
joinswift.com,1,5,7,10,16,25,24,26,5,3,1,0,2,4,0,1,3,7,0,1,10,0,0,19,5,0,0,0,0,0,0,215,239,267,246,3,0,19,6,1,0,1171
LACEDGeneric_ReferrerCode,0,0,0,1,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,14,9,30,0,0,0,0,0,0,68
LACEDIntelliappAmericandrivernetworkexpd,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
LACEDIntelliappAmericandrivernetworkStudent_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
LACEDIntelliappCareerbuilderexpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,5
LACEDIntelliappCBRecentGrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,0,0,0,1,0,0,14
LACEDIntelliappCBStudents,0,1,0,2,4,4,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,31,34,61,1,0,0,2,0,0,158
LACEDIntelliappCraigslistOKStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LACEDIntelliAppEveryTruckJobExp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LACEDIntelliAppFindATruckerJobExp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDIntelliAppFindATruckerJobRecentGrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
LACEDIntelliappGeneric_ReferrerCode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACEDIntelliappgoogle21,1,0,1,3,1,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,23,33,0,0,0,0,0,0,106
LACEDIntelliappGoogleExp,0,1,8,7,5,15,10,17,5,6,0,0,1,2,0,1,5,4,0,0,2,0,0,12,1,0,0,0,0,0,0,76,149,152,130,3,0,4,1,0,0,617
LACEDIntelliappGoogleStudents,9,7,6,27,28,26,28,67,26,2,0,0,1,8,0,3,12,1,0,0,5,0,0,14,3,0,0,0,0,0,0,63,255,315,440,6,0,4,3,0,0,1359
LACEDIntelliappIndeedExpd,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,0,0,0,0,0,0,15
LACEDIntelliappIndeedRecentGrad,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,13,26,25,0,0,2,0,0,0,80
LACEDIntelliappIndeedStudent,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,16,0,0,0,0,0,0,42
LACEDIntelliappJobs2careersexpd,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,11
LACEDIntelliappJobs2careersOKStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
LACEDIntelliappJobs2CareersRecentGrads,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,11
LACEDIntelliappJobs2CareersStudent,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,18,29,44,0,0,0,1,0,0,107
LACEDIntelliappJobsInTrucksExpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
LACEDIntelliappjobsintrucksrecentgrads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,6
LACEDIntelliappLinkUpexpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,7
LACEDIntelliappLinkupRecentGrads,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,9
LACEDIntelliappLinkUpStudents,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,14,0,0,0,0,0,0,28
LACEDIntelliappMonsterStudents,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5
LACEDIntelliappRegionalHelpWantedExp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDIntelliappRhinoLabsRecentGrad,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,11,11,0,0,0,0,0,0,33
LACEDIntelliappRhinoLabsStudent,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,24,0,0,0,0,0,0,54
LACEDIntelliappRRLeadGenStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
LACEDIntelliappSimplyHiredExpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
LACEDIntelliappSimplyHiredRecentGrads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,4,5,0,0,0,0,0,0,15
LACEDIntelliappSimplyHiredStudent,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,19
LACEDIntelliappSnagAJobStudents,7,2,0,8,5,5,3,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,42,59,117,0,0,0,1,0,0,263
LACEDIntelliappStudentJobsInTrucks,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,0,0,0,0,0,16
LACEDIntelliappTruckdrivingjobsRecentGrads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LACEDIntelliapptruckdrivingjobsStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LACEDIntelliappYahooBingStudents,2,2,4,15,18,10,12,24,4,0,0,1,0,2,0,0,7,0,0,0,1,0,0,3,1,1,0,0,0,0,0,36,111,113,157,1,0,2,2,1,0,530
LACEDIntelliappYahooExpd,0,0,4,1,4,6,5,6,3,4,1,0,1,4,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,36,54,53,56,1,0,2,1,0,0,251
LACEDSwiftLeadFormAmericandrivernetworkexpd,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4
LACEDSwiftLeadFormAmericandrivernetworkStudent_2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5
LACEDSwiftLeadFormCareerbuilderexpd,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,10,0,0,0,3,0,0,26
LACEDSwiftLeadFormCareersingearexpd,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,16
LACEDSwiftLeadFormCBRecentGrad,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6,14,18,0,0,0,2,0,0,49
LACEDSwiftLeadFormCBStudents,3,6,0,36,15,5,4,7,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,13,91,118,307,1,0,0,4,0,0,621
LACEDSwiftLeadFormCDLCareerNowRecentGrad,1,3,5,10,13,9,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,67,83,155,4,0,1,3,3,0,378
LACEDSwiftLeadFormCDLCareerNowStudents,13,6,2,45,28,9,4,13,4,0,1,0,0,1,0,1,2,1,0,0,3,0,0,6,1,0,0,0,0,1,0,12,115,170,506,3,0,2,1,1,0,951
LACEDSwiftLeadFormCIGRecentGrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3
LACEDSwiftLeadFormCIGStudents,0,0,0,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16,26,1,0,0,0,0,0,61
LACEDSwiftLeadFormCraigslistOKStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LACEDSwiftLeadFormEveryTruckJobExp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDSwiftLeadFormFindATruckerJobExp,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,9
LACEDSwiftLeadFormFindATruckerJobRecentGrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,9
LACEDSwiftLeadFormgoogle21,7,1,2,18,18,6,3,20,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,3,0,0,0,0,0,0,0,9,123,91,247,6,0,0,1,0,0,561
LACEDSwiftLeadFormGoogleExp,5,5,10,58,45,28,16,24,10,10,0,0,2,4,0,0,11,3,0,0,5,0,0,18,4,0,0,0,0,0,0,155,346,343,536,41,0,5,11,0,0,1695
LACEDSwiftLeadFormGoogleStudents,57,32,18,258,204,67,58,165,57,6,1,1,3,10,0,5,34,8,0,0,12,0,0,43,7,0,1,0,0,0,0,183,1143,1162,2846,57,0,12,21,1,0,6472
LACEDSwiftLeadFormHiringDriversNowExp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
LACEDSwiftLeadFormHiringDriversNowRecentGrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,8
LACEDSwiftLeadFormIndeedExpd,3,1,0,7,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,25,41,0,0,0,0,0,0,100
LACEDSwiftLeadFormIndeedRecentGrad,4,3,1,16,23,11,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,31,84,104,199,7,0,4,1,0,0,506
LACEDSwiftLeadFormIndeedStudent,3,0,2,14,15,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,43,80,159,1,0,1,0,0,0,342
LACEDSwiftLeadFormJobs2careersexpd,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,10,28,1,0,0,0,0,0,57
LACEDSwiftLeadFormJobs2careersexpd-Laredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
LACEDSwiftLeadFormJobs2careersOKStudent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,0,0,0,11
LACEDSwiftLeadFormJobs2CareersRecentGrads,0,0,1,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,11,13,24,1,0,0,0,0,0,74
LACEDSwiftLeadFormJobs2CareersStudent,4,0,2,25,24,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,8,67,99,267,4,0,0,0,0,0,519
LACEDSwiftLeadFormJobsInTrucksExpd,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,6
LACEDSwiftLeadFormJobsInTrucksFleetJobsExpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
LACEDSwiftLeadFormjobsintrucksrecentgrads,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,2,0,0,2,0,0,0,16
LACEDSwiftLeadFormjujuStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDSwiftLeadFormLinkUpexpd,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,16,25,1,0,0,1,0,0,52
LACEDSwiftLeadFormLinkupRecentGrads,0,0,1,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,20,1,0,0,1,0,0,49
LACEDSwiftLeadFormLinkUpStudents,0,0,0,19,4,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,25,26,95,0,0,0,0,0,0,181
LACEDSwiftLeadFormMonsterexpd,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,17,0,0,0,0,0,0,41
LACEDSwiftLeadFormMonsterStudents,6,6,2,24,22,5,6,10,7,0,0,0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,91,79,213,2,0,0,1,0,0,486
LACEDSwiftLeadFormRegionalHelpWantedExp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDSwiftLeadFormRegionalHelpWantedRecentGrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LACEDSwiftLeadFormRhinoLabsRecentGrad,0,0,2,3,11,5,3,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,68,80,125,2,0,0,2,1,0,318
LACEDSwiftLeadFormRhinoLabsStudent,9,2,1,17,15,0,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,137,63,230,4,0,0,0,0,0,493
LACEDSwiftLeadFormRRLeadGenStudent,3,4,2,14,9,5,3,4,1,1,0,0,0,1,0,1,2,2,0,0,1,0,0,3,0,0,0,0,0,0,0,35,70,68,140,7,0,1,0,0,0,377
LACEDSwiftLeadFormSimplyHiredExpd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,18,3,0,0,1,0,0,44
LACEDSwiftLeadFormSimplyhiredOKStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LACEDSwiftLeadFormSimplyHiredRecentGrads,0,0,1,1,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,14,23,28,0,0,0,0,0,0,83
LACEDSwiftLeadFormSimplyHiredStudent,0,0,0,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,13,45,0,0,1,0,0,0,78
LACEDSwiftLeadFormSnagAJobStudents,22,5,5,108,40,5,4,24,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,3,193,219,858,4,0,0,2,0,0,1501
LACEDSwiftLeadFormStudentJobsInTrucks,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,21,0,0,0,3,0,0,48
