"Ad Media",New,Reapply,"Attending Outside School","Attempting Contact",Interview,Recruiting,"Pending Investigations","Online Course","Awaiting Permit","Rehire Submitted",Scheduled,"Ready For Processing",Processing,"Processing Complete","Attending School","Attending Academy","Left Sch/aca","Left Academy","Dl170 Testing","Graduated Sch/aca","Failed Sch/aca",Compliance,"Driver Reactivation","No Show","Left Orientation",Hold,"Ready For Audit",Audit,"Audit Deficiencies","Ok To Code","Paf Entered",Hired,"Not Qualified","Not Interested","No Response","Duplicate App","Xfer Allowed","Unqualified Da","Do Not Contact","Security Closed",Upload,Total,
"AllTruckJobs - Full App (Experienced)",2,9,2,33,7,5,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,22,28,130,1,0,2,2,1,0,255,
"AllTruckJobs - Full App (Student)",2,0,0,7,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,14,0,0,1,0,0,0,47,
"AllTruckJobs - Job App (Experienced)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,9,
"AllTruckJobs - Job App (Student)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,
"AllTruckJobs - Quick App (Experienced)",2,8,2,25,4,7,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,17,37,129,1,0,0,2,2,0,246,
"AllTruckJobs - Quick App (Student)",0,0,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,17,
AutoRespCRS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
HiringDriversNow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,
JobsInTrucks.com,28,29,11,166,79,45,6,3,2,0,3,2,3,2,0,0,0,1,0,0,2,0,0,10,1,1,0,1,0,0,0,3,110,368,783,6,0,2,10,2,0,1679,
LACED_SR_Experienced_JobsInTrucks_CareeerHorizon_Email_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,
LACED_SR_Exp_CDLCareerNow_TruckWarrior_CareerHorizon_SwiftLeadForm,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11,26,68,0,0,1,0,0,0,120,
LACED_SR_Exp_CDLCareerNow_TruckWarrior_Fall2016SignOnBonus_SwiftLeadForm,2,2,0,14,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,7,25,60,2,0,0,0,2,0,128,
LACED_SR_Exp_Craigslist_CareerHorizon_Intelliapp,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,
