Ad Media,New,Reapply,Attending Outside School,Attempting Contact,Interview,Recruiting,Pending Investigations,Online Course,Awaiting Permit,Rehire Submitted,Scheduled,Ready For Processing,Processing,Processing Complete,Attending School,Attending Academy,Left Sch/aca,Left Academy,Dl170 Testing,Graduated Sch/aca,Failed Sch/aca,Compliance,Driver Reactivation,No Show,Left Orientation,Hold,Ready For Audit,Audit,Audit Deficiencies,Ok To Code,Paf Entered,Hired,Not Qualified,Not Interested,No Response,Duplicate App,Xfer Allowed,Unqualified Da,Do Not Contact,Security Closed,Upload,Total
classa,2,2,0,1,1,32,11,0,0,0,4,4,7,4,0,1,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,7,14,1,18,1,0,0,0,1,0,117
classa.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
coastalcol_53481,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
drip,1,0,0,1,72,49,28,81,55,1,11,8,14,5,1,5,0,0,0,0,0,6,0,5,1,1,0,0,0,0,0,7,42,33,18,2,0,0,0,2,0,449
gadrivingacademy_14664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoogleExpd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jobsinmotion_entrylevel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
jobsinmotion_experienced,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,5
jobsinmotion_trainee,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
JobsInTrucks.com,42,31,9,188,94,33,10,3,1,4,2,0,2,1,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,91,265,443,3,0,3,4,0,0,1238
joinswift.com,2,5,22,15,61,71,39,84,56,7,18,10,23,7,0,16,1,4,0,0,0,13,0,4,2,2,0,0,0,0,0,36,89,57,59,2,0,0,2,1,0,708
LACEDSwiftLeadFormDedicatedRefrigeratedMOCraigslist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACED_DedicatedDT_Craigslist_SignOnBonus_Intelliapp_MariettaOK,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
LACED_DedicatedDT_Craigslist_SignOnBonus_SwiftLeadForm_MariettaOK,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,8
LACED_DedicatedDT_Indeed_SignOnBonus_Intelliapp_MariettaOK,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LACED_DedicatedDT_Indeed_SignOnBonus_SwiftLeadForm_MariettaOK,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4
LACED_DedicatedDT_Jibe_SignOnBonus_Intelliapp_MariettaOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACED_DedicatedDT_Jibe_SignOnBonus_SwiftLeadForm_MariettaOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACED_DedicatedDT_LinkUp_SignOnBonus_SwiftLeadForm_MariettaOK,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LACED_DedicatedDT_ZipRecruiter_SignOnBonus_Intelliapp_MariettaOK,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LACED_DedicatedDT_ZipRecruiter_SignOnBonus_SwiftLeadForm_MariettaOK,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LACED_DedicatedT_Craigslist_HostlerDriver_Intelliapp_WoodlandCA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
LACED_DedicatedT_Craigslist_HostlerDriver_SwiftLeadForm_WiltonNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACED_DedicatedT_Craigslist_HostlerDriver_SwiftLeadForm_WoodlandCA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
LACED_DedicatedT_Craigslist_TeamDriver_Intelliapp_LakeCityFL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
LACED_DedicatedT_Craigslist_TeamDriver_SwiftLeadForm_LakeCityFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
LACED_DedicatedT_Indeed_HostlerDriver_Intelliapp_WiltonNY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACED_DedicatedT_Indeed_HostlerDriver_SwiftLeadForm_WiltonNY,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
LACED_DedicatedT_Indeed_HostlerDriver_SwiftLeadForm_WoodlandCA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0,15
LACED_DedicatedT_Indeed_TeamDriver_Intelliapp_LakeCityFL,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LACED_DedicatedT_Indeed_TeamDriver_SwiftLeadForm_LakeCityFL,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6
LACED_DedicatedT_JobsInTrucks_TeamDriver_SwiftLeadForm_LakeCityFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
LACED_DedicatedT_LinkUp_HostlerDriver_Intelliapp_WoodlandCA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
LACED_DedicatedT_LinkUp_HostlerDriver_SwiftLeadForm_WiltonNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4
LACED_DedicatedT_LinkUp_HostlerDriver_SwiftLeadForm_WoodlandCA,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,10
LACED_DedicatedT_LinkUp_TeamDriver_Intelliapp_LakeCityFL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACED_DedicatedT_LinkUp_TeamDriver_SwiftLeadForm_LakeCityFL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4
LACED_DedicatedT_ZipRecruiter_HostlerDriver_Intelliapp_WiltonNY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LACED_DedicatedT_ZipRecruiter_HostlerDriver_SwiftLeadForm_WiltonNY,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7
LACED_DedicatedT_ZipRecruiter_TeamDriver_Intelliapp_LakeCityFL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
LACED_DedicatedT_ZipRecruiter_TeamDriver_SwiftLeadForm_LakeCityFL,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,8
LACED_DR_driveswiftteams.com_LeadForm,0,0,1,2,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,26
LACED_DR_Experienced_AmericanDriverNetwork_CareerHorizon_Intelliapp,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LACED_DR_Experienced_CareerBuilder_Intelliapp,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LACED_DR_Experienced_CareerBuilder_SwiftLeadForm,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,9
LACED_DR_Experienced_EveryTruckJob_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACED_DR_Experienced_RandallReilly_CareersInGear_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
LACED_DR_Experienced_RandallReilly_CareersInGear_CareerHorizon_SwiftLeadForm,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,7
LACED_DR_Exp_AmericanDriverNetwork_Fall2016SignOnBonus_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
LACED_DR_Exp_CareersInTrucks_Fall2016SignOnBonus_Email_SwiftLeadForm,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
LACED_DR_Exp_CareersInTrucks_Fall2016SignOnBonus_Intelliapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
LACED_DR_Exp_CareersInTrucks_Fall2016SignOnBonus_SwiftLeadForm,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
LACED_DR_Exp_CareersInTrucks_FB_Fall2016SignOnBonus_SwiftLeadForm_Banner,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
LACED_DR_Exp_CDLCareerNow_Fall2016SignOnBonus_Intelliapp,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
LACED_DR_Exp_CDLCareerNow_Fall2016SignOnBonus_SwiftLeadForm,2,2,0,6,11,7,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,18,38,5,0,3,0,0,0,125
LACED_DR_Exp_CDLCareerNow_TruckWarrior_Fall2016SignOnBonus_SwiftLeadForm,3,3,0,12,9,6,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,24,49,0,0,1,1,0,0,121
LACED_DR_Exp_CDLJobs_Fall2016SignOnBonus_Email_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
LACED_DR_Exp_CDLJobs_Fall2016SignOnBonus_Email_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
LACED_DR_Exp_Craigslist_Fall2016SignOnBonus_Intelliapp,0,0,0,0,2,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,1,0,23
LACED_DR_Exp_Craigslist_Fall2016SignOnBonus_SwiftLeadForm,1,1,0,1,9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,10,1,0,0,0,1,0,51
LACED_DR_Exp_Craigslist_JIBE_Fall2016SignOnBonus_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LACED_DR_Exp_Craigslist_JIBE_Fall2016SignOnBonus_SwiftLeadForm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
LACED_DR_Exp_EveryTruckJob_Fall2016SignOnBonus_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACED_DR_Exp_FindATruckerJob_Fall2016SignOnBonus_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACED_DR_Exp_FindATruckerJob_Fall2016SignOnBonus_SwiftLeadForm,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,9
LACED_DR_Exp_Google_Fall2016SignOnBonus_Intelliapp,8,6,8,23,52,56,24,43,24,4,7,10,24,5,1,9,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,12,99,44,49,3,0,1,0,1,0,527
LACED_DR_Exp_Google_Fall2016SignOnBonus_SwiftLeadForm,45,14,16,111,186,95,40,63,31,17,11,10,25,11,5,11,0,2,0,0,0,15,0,9,1,1,0,0,0,0,0,20,196,118,294,20,0,1,3,3,0,1374
LACED_DR_Exp_Indeed_Fall2016SignOnBonus_Intelliapp,1,0,0,1,3,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,27
LACED_DR_Exp_Indeed_Fall2016SignOnBonus_SwiftLeadForm,4,1,0,26,18,9,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19,13,51,0,0,0,1,0,0,152
LACED_DR_Exp_Jobs2Careers_Fall2016SignOnBonus_Intelliapp,0,0,0,4,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,0,0,0,0,0,0,25
LACED_DR_Exp_Jobs2Careers_Fall2016SignOnBonus_SwiftLeadForm,4,2,3,11,19,12,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,15,32,0,0,0,0,0,0,119
LACED_DR_Exp_JobsInTrucks_Fall2016SignOnBonus_Email_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LACED_DR_Exp_JobsInTrucks_Fall2016SignOnBonus_Email_SwiftLeadForm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,5
LACED_DR_Exp_LinkUp_Fall2016SignOnBonus_Intelliapp,0,1,0,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,18
LACED_DR_Exp_LinkUp_Fall2016SignOnBonus_SwiftLeadForm,5,3,0,9,15,9,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,5,14,44,0,0,0,0,0,0,113
LACED_DR_Exp_RandallReilly_CareersInGear_Fall2016SignOnBonus_SwiftLeadForm,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,6
LACED_DR_Exp_RandallReilly_HiringTruckDrivers_Fall2016SignOnBonus_Intelliapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACED_DR_Exp_RandallReilly_JiggyJobs_Fall2016SignOnBonus_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACED_DR_Exp_RandallReilly_mobileBestDriverJobs_Fall2016SignOnBonus_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACED_DR_Exp_RandallReilly_mobileBigRigJobs_Fall2016SignOnBonus_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACED_DR_Exp_RandallReilly_mobileBigTruckDrivingJobs_Fall2016SignOnBonus_Intelliapp,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LACED_DR_Exp_RandallReilly_mobileBigTruckDrivingJobs_Fall2016SignOnBonus_SwiftLeadForm,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,7
LACED_DR_Exp_RandallReilly_PM_Display_Fall2016SignOnBonus_SwiftLeadForm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4
LACED_DR_Exp_SmartPhoneTrucker_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
LACED_DR_Exp_SmartPhoneTrucker_Fall2016SignOnBonus,2,4,0,10,12,37,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,10,126,170,1,0,0,36,0,0,448
LACED_DR_Exp_TopUSAJobs_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACED_DR_Exp_TopUSAJobs_Fall2016SignOnBonus_Intelliapp,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,1,0,20
LACED_DR_Exp_TopUSAJobs_Fall2016SignOnBonus_SwiftLeadForm,1,3,0,5,6,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,14,41,0,0,0,0,0,0,84
LACED_DR_Exp_TruckDrivingJobs_CareerHorizon_SwiftLeadForm,3,10,1,38,36,26,4,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,92,146,1,0,0,5,0,0,408
LACED_DR_Exp_TruckDrivingJobs_Fall2016SignOnBonus_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LACED_DR_Exp_TruckDrivingJobs_Fall2016SignOnBonus_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LACED_DR_Exp_TruckingJobsHub_Fall2016SignOnBonus_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
LACED_DR_Exp_Yahoo_Fall2016SignOnBonus_Intelliapp,1,0,2,5,9,13,7,14,4,1,2,0,6,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,15,5,10,0,0,0,0,4,0,108
LACED_DR_Exp_Yahoo_Fall2016SignOnBonus_SwiftLeadForm,6,4,1,18,31,17,5,12,4,2,4,1,7,1,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,35,14,52,0,0,0,0,2,0,224
LACED_DR_Exp_ZipRecruiters_Fall2016SignOnBonus_Intelliapp,0,0,0,0,2,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,22
LACED_DR_Exp_ZipRecruiters_Fall2016SignOnBonus_SwiftLeadForm,2,1,0,8,13,6,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,17,46,0,0,0,0,0,0,123
LACED_DR_General_SimplyHired_Jan2016_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACED_DR_General_SnagAJob_Jan2016_SwiftLeadForm,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LACED_DR_General_ZipRecruiter_Jan2016_Intelliapp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
LACED_DR_General_ZipRecruiter_Jan2016_SwiftLeadForm,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
