"Ad Media",New,Reapply,"Attending Outside School","Attempting Contact",Interview,Recruiting,"Pending Investigations","Online Course","Awaiting Permit","Hireright Requested","Rehire Submitted","Ready For Processing",Processing,"Processing Complete","Attending School","Attending Academy","Left Sch/aca","Left Academy","Dl170 Testing","Graduated Sch/aca","Failed Sch/aca",Compliance,"Driver Reactivation","No Show","Left Orientation",Hold,"Ready For Audit",Audit,"Audit Deficiencies","Ok To Code","Paf Entered",Hired,"Not Qualified","Not Interested","No Response","Duplicate App","Xfer Allowed","Unqualified Da","Do Not Contact","Security Closed",Upload,Total,
LACED_DR_Student_LinkUp_CareerHorizon_SwiftLeadForm_Intelliapp,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,19,
LACED_DR_Student_RandallReilly_CareersInGear_CareerHorizon_SwiftLeadForm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,
LACED_DR_Student_RandallReilly_HiringTruckDrivers_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_Student_RandallReilly_mobileBestDriverJobs_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,
LACED_DR_Student_RandallReilly_mobileBestDriverJobs_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,4,
LACED_DR_Student_RandallReilly_mobileBigRigJobs_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
LACED_DR_Student_RandallReilly_mobileBigTruckDrivingJobs_CareerHorizon_Intelliapp,0,1,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,11,
"LACED_DR_Student_RandallReilly_mobileBigTruckDrivingJobs_CareerHorizon_Intelliapp 28680 LACED Lead L",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
LACED_DR_Student_RandallReilly_mobileBigTruckDrivingJobs_CareerHorizon_SwiftLeadForm,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,
LACED_DR_Student_RandallReilly_mobileDriverRecruiting_CareerHorizon_Intelliapp,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
LACED_DR_Student_RandallReilly_mobileDriverRecruiting_CareerHorizon_SwiftLeadForm,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
LACED_DR_Student_RandallReilly_mobileHiringTruckDrivers_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,
LACED_DR_Student_RandallReilly_mobileHiringTruckDrivers_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_Student_RandallReilly_mobileJobsForTruckers_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
LACED_DR_Student_RhinoLabs_CareerHorizon_Intelliapp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,
LACED_DR_Student_RhinoLabs_CareerHorizon_SwiftLeadForm,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,18,0,0,0,0,0,0,34,
LACED_DR_Student_SimplyHiredStudent_Intelliapp,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,2,6,0,0,1,0,0,0,21,
LACED_DR_Student_SimplyHiredStudent_SwiftLeadForm,2,0,0,2,7,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,30,16,61,0,0,1,2,0,0,129,
LACED_DR_Student_SimplyHired_CareerHorizon_Intelliapp,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,0,0,0,0,0,0,18,
LACED_DR_Student_SimplyHired_CareerHorizon_SwiftLeadForm,5,1,0,9,24,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,63,1,0,0,0,0,0,159,
LACED_DR_Student_SnagAJob_CareerHorizon_Intelliapp,1,0,1,6,18,14,3,13,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,45,0,0,0,0,0,0,139,
LACED_DR_Student_SnagAJob_CareerHorizon_SwiftLeadForm,7,1,3,36,54,18,3,16,7,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,64,248,3,0,0,1,0,0,509,
LACED_DR_Student_swifttrans.com_LeadForm,6,0,0,10,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,2,0,0,0,2,0,0,46,
LACED_DR_Student_TopUSAJobs_CareerHorizon_Intelliapp,1,0,2,4,10,5,1,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,24,0,0,0,0,0,0,73,
LACED_DR_Student_TopUSAJobs_CareerHorizon_SwiftLeadForm,5,0,2,16,51,8,1,8,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,31,151,0,0,0,0,0,0,325,
LACED_DR_Student_TruckDrivingJobs_CareerHorizon_Intelliapp,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,
LACED_DR_Student_TruckDrivingJobs_CareerHorizon_SwiftLeadForm,1,8,12,17,18,12,1,3,2,0,1,0,1,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,3,43,59,81,2,0,0,1,0,0,274,
LACED_DR_Student_ZipRecruiter_CareerHorizon_Intelliapp,1,0,1,6,10,9,7,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27,7,30,0,0,0,0,0,0,108,
LACED_DR_Student_ZipRecruiter_CareerHorizon_SwiftLeadForm,11,1,1,29,93,21,8,18,10,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,166,67,248,3,0,0,0,0,0,684,
LACED_DR_Student_ZipRecruiter_Intelliapp,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,6,0,0,0,0,0,0,18,
LACED_DR_Student_ZipRecruiter_SwiftLeadForm,3,0,0,4,13,3,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,7,57,0,0,0,0,0,0,114,
LACED_DR_swifttrans.com_LeteadForm,0,0,2,0,6,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,4,14,0,0,0,0,0,0,46,
ntts_48511,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,32,
pulse_app,0,0,2,2,3,19,10,14,6,0,3,0,9,8,1,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,14,26,17,16,0,0,1,0,0,0,161,
pulse_invite,0,0,0,1,2,3,2,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,27,
pulse_sig,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,12,
sterling,0,1,0,0,14,36,7,0,0,0,0,0,12,4,0,0,0,0,0,0,0,1,0,9,3,0,0,0,0,0,0,12,23,7,1,0,0,1,0,0,0,131,
swifttrans,2,5,54,17,126,139,63,119,83,7,19,18,68,49,4,11,5,3,0,0,2,14,0,30,13,8,0,0,0,7,1,110,336,212,226,1,0,5,6,2,0,1765,
tda,0,0,0,0,7,14,0,4,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,38,
TruckDrivingJobs.com,0,2,0,4,14,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,19,0,0,0,0,0,0,92,
TruckJobSeekers,1,2,2,6,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,7,14,33,0,0,3,13,0,0,96,
"Grand Totals",414,181,351,1287,4019,1606,678,1627,1087,41,85,96,508,465,36,121,42,27,0,0,10,88,0,227,70,45,0,0,0,42,7,712,5191,4153,10103,190,0,43,103,4,0,33659,

