Ad Media,New,Reapply,Attending Outside School,Attempting Contact,Interview,Recruiting,Pending Investigations,Online Course,Awaiting Permit,Hireright Requested,Rehire Submitted,Ready For Processing,Processing,Processing Complete,Attending School,Attending Academy,Left Sch/aca,Left Academy,Dl170 Testing,Graduated Sch/aca,Failed Sch/aca,Compliance,Driver Reactivation,No Show,Left Orientation,Hold,Ready For Audit,Audit,Audit Deficiencies,Ok To Code,Paf Entered,Hired,Not Qualified,Not Interested,No Response,Duplicate App,Xfer Allowed,Unqualified Da,Do Not Contact,Upload,Total
BayardSwiftLeadFormDedicatedRefrigeratedPAIndeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BayardSwiftLeadFormIndeedStudents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BayardSwiftLeadFormRhinoLabsExtraMaySTU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,8,0,0,0,0,0,25
BayardSwiftLeadFormSnagAJobStudents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
BestDriverJobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
cdlcareernow,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,17,0,0,0,0,0,34
cdlcareernow_swift_students,5,3,0,24,13,9,1,2,1,4,0,0,0,3,0,0,3,2,0,0,1,0,0,2,0,0,0,0,0,0,0,13,56,148,402,2,0,1,5,0,700
cdlschool_40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CfraigslistStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4
classa,0,0,0,0,0,4,1,0,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,9,3,0,0,0,0,0,0,21,40,37,26,1,0,2,0,0,151
corpcd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Craigslist,3,2,0,3,1,2,1,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,9,39,47,67,0,0,1,0,0,185
CraigslistStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CRSredirect,1,1,2,2,0,3,1,2,3,2,0,0,0,1,0,0,5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,23,31,42,22,1,0,0,1,0,148
DedicatedWHFlatbedCOIndeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,5
driveceladon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
driverjobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
FacebookStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,6
FleetJobsCRS,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,0,0,0,17
gadrivingacademy_14664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,7
Generic_ReferrerCode,2,0,0,6,5,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,42,58,132,1,0,0,2,0,263
google21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GoogleExp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4
GoogleExpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,5
GoogleStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
hiringdriversnow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Indeed,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,12,14,0,0,0,0,0,39
indeed-organic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
IndeedStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
indeed_Jesse_Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
intelliappconcept1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,0,16
intelliappconcept2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,10,0,0,0,0,0,19
Jobs2CareersExp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,16
Jobs2CareersStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jobs2CareersTrainee,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,29,28,53,0,0,2,0,0,122
JobsInTrucks.com,12,25,1,39,12,11,5,0,1,2,2,0,0,1,0,0,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,12,118,342,798,8,0,6,14,0,1417
JobsInTrucksExperiencedDrivers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
joinswift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
joinswift.com,6,5,6,6,8,17,17,8,2,10,8,0,1,4,0,5,15,11,0,0,5,0,0,17,2,1,0,0,0,0,1,231,253,262,277,3,0,23,4,0,1208
LACEDGeneric_ReferrerCode,5,1,0,8,9,1,1,1,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,111,210,2,0,2,2,0,430
LACEDIntelliappCraigslistExpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDIntelliappgoogle21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
LACEDIntelliappGoogleExp,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,20
LACEDIntelliappGoogleStudents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,7,3,0,0,0,0,0,15
LACEDIntelliappIndeedStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDIntelliappMonsterStudents,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACEDIntelliappRR_FB_Student,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LACEDIntelliappSimplyHiredExpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACEDIntelliappSnagAJobStudents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3
LACEDIntelliappTruckdrivingjobsexpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LACEDIntelliappYahooBingStudents,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,6
LACEDIntelliappYahooExpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,1,0,8
LACEDSwfitLeadFormRR_FB_Expd,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,15,5,17,3,0,0,1,0,47
LACEDSwfitLeadFormRR_FB_Student,0,0,0,0,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,20,65,2,0,0,2,0,128
LACEDSwiftLeadFormAdrollExperienced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LACEDSwiftLeadFormAmericandrivernetworkexpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LACEDSwiftLeadFormAmericandrivernetworkStudents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LACEDSwiftLeadFormCareerbuilderexpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
LACEDSwiftLeadFormCBRecentGrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDSwiftLeadFormCBStudents,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,6
LACEDSwiftLeadFormCIGRecentGrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
LACEDSwiftLeadFormCIGStudents,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,7,10,13,0,0,0,0,0,36
LACEDSwiftLeadFormCraigslistDedicatedGeneral,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8
LACEDSwiftLeadFormCraigslistDedicatedRefrigerated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACEDSwiftLeadFormCraigslistExpd,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,13,29,2,0,0,0,0,60
LACEDSwiftLeadFormCraigslistOKStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5
LACEDSwiftLeadFormCraigslistRecentGrad,3,2,0,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,32,43,0,0,0,1,0,122
LACEDSwiftLeadFormCraigslistStudents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,0,0,0,15
LACEDSwiftLeadFormDedicatedFlatbed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LACEDSwiftLeadFormDedicatedGenericLPCraigslist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDSwiftLeadFormDedicatedRefrigeratedNYJobsInTrucks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACEDSwiftLeadFormDedicatedRefrigeratedPACraigslist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LACEDSwiftLeadFormDedicatedRefrigeratedPAJobsInTrucks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACEDSwiftLeadFormEGRecentGrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDSwiftLeadFormEmploymentguideexpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDSwiftLeadFormEmploymentGuideStudents,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8
LACEDSwiftLeadFormEmploymentNetwork,43,17,1,158,52,10,18,6,1,2,0,1,0,2,0,1,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,9,328,556,1875,8,0,3,6,0,3105
LACEDSwiftLeadFormEmploymentNetworkStudents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LACEDSwiftLeadFormFacebookAdRollStudents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,0,0,0,0,17
LACEDSwiftLeadFormFacebookStudents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,7
LACEDSwiftLeadFormgoogle21,4,2,4,8,12,5,7,7,2,2,0,0,1,0,0,0,1,2,0,0,0,0,0,4,0,1,0,0,0,0,0,15,186,128,274,6,0,1,3,0,675
LACEDSwiftLeadFormGoogleExp,10,8,5,39,24,28,12,8,6,13,9,0,10,6,0,3,8,10,0,0,6,0,0,29,3,0,0,0,0,0,0,229,358,448,624,41,0,13,17,0,1967
LACEDSwiftLeadFormGoogleStudents,31,33,5,117,50,37,40,29,9,22,0,0,2,14,1,5,17,10,0,1,2,1,0,30,2,0,0,0,0,0,0,109,754,852,1576,42,0,18,13,0,3822
LACEDSwiftLeadFormIndeedDedicatedFlatbed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LACEDSwiftLeadFormIndeedexpdLaredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,0,0,0,1,0,10
LACEDSwiftLeadFormIndeedFlatbed,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,12,0,0,0,0,0,33
LACEDSwiftLeadFormIndeedStudent,6,7,0,32,7,11,7,2,1,3,0,0,1,4,0,5,2,1,0,0,3,0,0,9,1,0,0,0,0,0,0,9,114,222,513,9,0,4,3,0,976
LACEDSwiftLeadFormJobs2careersexpd,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,5,19,0,0,0,2,0,52
LACEDSwiftLeadFormJobs2careersexpd-Laredo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,0,0,0,0,0,14
LACEDSwiftLeadFormJobs2careersOKStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,7
LACEDSwiftLeadFormJobs2careersrecentgrads,1,2,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,23,41,0,0,0,0,0,89
LACEDSwiftLeadFormJobs2CareersStudent,2,2,0,22,9,6,5,3,2,2,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,6,69,84,276,2,0,3,14,0,514
LACEDSwiftLeadFormJobsintrucksexpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4
LACEDSwiftLeadFormjobsintrucksrecentgrads,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,12
LACEDSwiftLeadFormjujuexpd,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,20
LACEDSwiftLeadFormjujuRecentGrad,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,11,0,0,0,0,0,22
LACEDSwiftLeadFormjujuStudent,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,59,0,0,0,1,0,91
LACEDSwiftLeadFormLinkUpexpd,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,21,2,0,0,0,0,39
LACEDSwiftLeadFormLinkUpFlatbed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACEDSwiftLeadFormllinkupRecentGrads,2,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,9,50,0,0,0,1,0,86
LACEDSwiftLeadFormMonsterexpd,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,14,24,0,0,0,0,0,56
LACEDSwiftLeadFormMonsterStudents,2,0,1,12,4,4,1,9,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,10,81,85,255,5,0,0,1,0,486
LACEDSwiftLeadFormRegionalHelpWantedExp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
LACEDSwiftLeadFormRegionalHelpWantedRecentGrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LACEDSwiftLeadFormRhinoLabsRecentGrad,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,14,27,1,0,0,0,0,67
LACEDSwiftLeadFormRhinoLabsSTU,15,4,2,21,4,0,1,1,0,6,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,327,89,220,1,0,0,5,0,701
LACEDSwiftLeadFormRR_FB_Expd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,1,0,0,0,0,16
LACEDSwiftLeadFormRR_FB_Student,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,31,1,0,0,0,0,66
LACEDSwiftLeadFormSimplyHiredExpd,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,11,13,22,0,0,0,0,0,56
LACEDSwiftLeadFormSimplyHiredFlatbedAB,0,0,0,2,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,14,0,0,0,1,0,39
LACEDSwiftLeadFormSimplyhiredRecentGrads,0,3,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,11,35,2,0,0,2,0,81
LACEDSwiftLeadFormSimplyHiredStudent,1,1,0,5,5,3,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12,20,45,0,0,0,0,0,101
LACEDSwiftLeadFormSnagajobRECENT,5,0,0,14,2,1,5,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4,34,48,158,0,0,0,0,0,279
LACEDSwiftLeadFormSnagAJobStudents,15,9,1,92,15,18,10,9,9,9,0,0,0,9,0,0,1,4,0,0,1,0,0,3,0,0,0,0,0,0,0,3,312,366,1178,4,0,4,11,0,2083
LACEDSwiftLeadFormStudentJobsInTrucks,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,15,26,0,0,0,1,0,54
LACEDSwiftLeadFormTruckdrivingjobsexpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,4
LACEDSwiftLeadFormtruckdrivingjobsStudent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACEDSwiftLeadFormYahooBingStudents,7,8,4,23,16,8,8,7,2,8,0,0,1,10,0,0,2,6,0,1,0,0,0,10,1,0,0,0,0,0,0,27,191,185,406,20,0,6,3,0,960
LACEDSwiftLeadFormYahooExpd,7,2,1,8,8,4,8,2,1,3,6,1,0,5,0,1,4,2,0,0,0,0,0,5,3,0,0,0,0,0,0,80,125,145,224,23,0,1,8,0,677
LACEDSwiftLeadFormZipRecruiterFlatbedAB,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,32,1,0,0,0,0,48
LACED_SteelhousePilot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,6
LinkUp,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,8,15,0,0,0,0,0,42
